question,answer,instruction,answer_prefix
Un hospital atiende a 500 personas por día. A cada paciente se lo examina durante un promedio de 24 minutos. Los médicos le cobran $150 por hora al hospital y el hospital les cobra $200 por hora a los pacientes. ¿Qué ganancia obtiene el hospital de estas visitas?,10000,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Nissa contrata a 60 trabajadores estacionales para interpretar a elfos en la aldea de Papá Noel montada en su tienda de departamentos. Un tercio de los elfos renunciaron después de que los niños les vomitaran encima; luego, 10 de los elfos restantes renunciaron después de que los niños patearan sus espinillas. ¿Cuántos elfos quedan?",30,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En mayo, Joseph gastó $500. En junio, gastó $60 menos. ¿Cuál fue su gasto total en esos dos meses?",940,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Pam y Fred fueron a un parque de diversiones. Pam se subió a la montaña rusa 2 veces, mientras que Fred se subió 4 veces. Después de eso, cada uno decidió subirse al trineo 2 veces. Si cada atracción cuesta 6 boletos, ¿cuántos boletos usaron ese día?",60,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El lunes, Walt caminó 4 millas. El martes, caminó 6 veces las millas que caminó el lunes. Las millas totales caminadas de lunes a miércoles fueron 41. ¿Cuántas millas caminó el miércoles?",13,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Tom hace lavar el auto 4 veces al mes. Si cada lavado de auto cuesta $15, ¿cuánto paga al año?",720,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Bobby, el amigo de Brian, tiene 5 videojuegos menos que 3 veces la cantidad de videojuegos que tiene Brian. Si Brian tiene 20 videojuegos, pero perdió 5 justo antes de que se hiciera la comparación, ¿cuántos videojuegos tiene Bobby?",40,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Quedan 27 unicornios en el mundo. Un tercio de ellos está en las Tierras Altas de Escocia. Dos tercios de los unicornios escoceses son hembras. ¿Cuántos unicornios escoceses hembra hay?,6,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Rory pide 2 sándwiches que cuestan $7,50 cada uno, 2 bolsas de patatas fritas que cuestan $1,50 cada una y 2 galletas que cuestan $1,00 cada una, para entrega a domicilio. Se agrega a la cuenta un 20 % por el servicio de entrega a domicilio, y Rory quiere añadir una propina de $5,00. ¿Cuánto costará su pedido con entrega a domicilio?",29,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Ayer, Mark hizo una prueba que consistía en 75 preguntas. Completó la prueba a un ritmo de 5 preguntas por hora. Hoy, hizo otra prueba de 100 preguntas al mismo ritmo. Si Mark tuvo 8 horas para hacer la primera prueba y 6 horas para hacer la segunda, ¿cuántas preguntas dejó incompletas?",105,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En una máquina de dulces, hay 22 más que cuatro veces la cantidad de bolas de chicles rosas que de bolas de chicles azules. Si hay 12 bolas de chicles azules, ¿cuántas rosas hay?",70,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"De los 20 automóviles disponibles para alquilar, 12 tienen mando automático, 4 tienen mando manual y el resto tiene mando semiautomático. ¿Qué porcentaje de automóviles tiene mando semiautomático?",20,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Hay 700 abejas en una colmena. Hay dos veces más de abejas obreras que de abejas bebés, y dos veces más de abejas bebés que de abejas reinas. ¿Cuántas abejas obreras hay?",400,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Jordan pasa 2 horas al día jugando videojuegos. También tiene un trabajo a tiempo parcial en el que gana $10 la hora. ¿Cuánto dinero ganaría Jordan en una semana si usara el tiempo que juega videojuegos para trabajar?,140,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"John compra leche por 2 dólares, huevos por 3 dólares, bombillas de luz por 3 dólares, tazas por 3 dólares y trampas para cucarachas por 4 dólares. Si se aplica un impuesto del 10 % sobre todos los artículos no comestibles, cuánto habrá costado todo.",16,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Kim ha comenzado su propio negocio de limpieza y está calculando cuánta ganancia obtendrá de sus clientes. Ya tiene 3 clientes, pero está en conversaciones con otros 5 clientes potenciales y se siente lo suficientemente seguro como para incluirlos en sus cálculos. La casa de cada cliente necesitará 2 botellas de lejía y un paquete de paños para limpiar. Las botellas de lejía costarán $2 cada una y los paquetes de paños costarán $5 cada uno. Estos son sus únicos gastos. Él calcula que sus ingresos totales cada semana serán de $92. La ganancia es la diferencia entre los ingresos totales y los gastos totales, entonces, ¿cuánta ganancia, en dólares, obtendrá Kim cada semana?",20,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
John tiene un campo de piñas de 10 hectáreas. Hay 100 piñas por hectárea. John puede cosechar las piñas cada 3 meses. ¿Cuántas piñas puede cosechar John en un año?,4000,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Johnny está recogiendo los juguetes del piso de su habitación. Había desparramado por el piso una caja de bloques Lego de 500 piezas, otra que tenía 3 veces más piezas que la de 500 piezas y otra que tenía 1/4 de la cantidad de piezas. ¿Cuántos bloques recoge Johnny si junta todos los bloques Lego?",2125,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Debra está monitorizando una colmena de abejas para ver cuántas abejas entran y salen por día. En las primeras 6 horas, observa que 30 abejas salen de la colmena y luego observa que 1/2 de esa cantidad de abejas regresa en las siguientes 6 horas. Ve que dos veces más de abejas que las que vio la primera vez salen de la colmena y se alejan volando en las siguientes 6 horas. Luego, cada abeja que había salido antes y que no había regresado vuelve a la colmena en las siguientes 6 horas. ¿Cuántas abejas vio Debra regresar a la colmena en las últimas 6 horas del día?",75,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Brittany y su mamá van al museo. El costo de la entrada es $12 para adultos y $10 para niños. La mamá de Brittany le entrega dinero al cajero por 1 entrada para niños y 1 entrada para adultos. Si recibió $8 de vuelto, ¿cuánto dinero, en dólares, le entregó al cajero?",30,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Charlie tiene tres veces más de amigos en Facebook que Dorothy. James tiene cuatro veces más de amigos en facebook que Dorothy. Si Charlie tiene 12 amigos en Facebook, ¿cuántos amigos de Facebook tiene James?",16,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Steve y Tim deciden ver quién puede llegar más rápido a su casa a la salida de la escuela. Steve vive más lejos que Tim, por lo que se le permite andar en bicicleta. Steve vive a 3 millas de distancia de la escuela y puede andar en bicicleta a 440 pies por minuto. Tim vive a 2 millas de distancia de la escuela. Si Tim puede andar en patineta a 264 pies por minuto, ¿cuánto tiempo esperará el ganador en su casa antes de que el perdedor termine la carrera?",4,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Shawnda decide que los niños de su vecindario podrían usar un servicio de inflado de bicicletas. Ella decide que la mejor manera de cobrar es por llanta. Cada llanta cuesta 25 centavos para inflar. El primer día, 5 personas en bicicletas vinieron a inflar ambas llantas. 3 personas vinieron a inflar todas las llantas de su triciclo. Finalmente, una persona vino en un monociclo. ¿Cuántos dólares ganó ese día?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Carl compra diez paquetes de galletas. Cada paquete de galletas contiene seis galletas. Cada galleta cuesta $0,10. ¿Cuánto cambio recibe Carl si paga con un billete de $10?",4,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Dave compró un paquete grande de patatas fritas y comió catorce antes de que una gaviota hambrienta le robara el paquete de las manos. Cuando la gaviota aterrizó, engulló la mitad de la cantidad de patatas fritas que había comido Dave. Luego, tres palomas lo intimidaron para que se alejara de la comida, y cada paloma comió tres patatas. Más tarde, un mapache robó dos tercios de las patatas que quedaban. Las hormigas se llevaron una última patata, dejando cinco. ¿Cuántas patatas fritas había en el paquete que compró Dave?",48,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Los lunes, miércoles y viernes, el estudiante universitario Kimo tiene tres clases de 1 hora por día. Los martes y jueves, tiene dos clases de 2 horas por día. En un semestre, hay 16 semanas de clases. En un semestre, ¿cuántas horas pasa Kimo en clases?",272,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Bill hornea 300 panecillos, 120 croissants con chocolate y 60 baguettes todos los días. Cada panecillo tiene 4 pulgadas de largo; cada croissant tiene 6 pulgadas de largo; y cada baguette tiene dos pies de largo. Si Bill pone todos los productos horneados en fila, ¿qué largo se obtiene, en pies?",280,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El guardaparque alimenta a todos los simios del zoológico. Pide todas las bananas a una granja local cada 2 meses. Si los monos necesitan 200 bananas, los gorilas necesitan 400 bananas y los babuinos necesitan 100 bananas cada mes, ¿cuántas bananas necesita pedir para que le alcancen para cubrir 2 meses?",1400,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Blake y Kelly están en una competencia para ver quién puede correr más en 15 minutos. Deciden hacerlo en un campo de fútbol que mide 100 yardas de largo. Blake corre de ida y vuelta 15 veces. Kelly corre de ida y vuelta una vez, y luego decide que no quiere correr al lado de Blake, así que comienza a correr hasta la línea de 40 yardas y de regreso. Ella hace esto 34 veces. ¿Cuántas yardas más corre el ganador que el perdedor?",80,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Raphael fue a comprar algunos útiles escolares. Compró 4 bolígrafos que costaron $1,5 cada uno, 2 cuadernos que costaron $4 cada uno y una resma de papel bond que costó $20. ¿Cuánto gastó Raphael en total?",34,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Finn observa 11 renacuajos nadando en el estanque. De repente, ve 6 renacuajos salir de su escondite debajo de un nenúfar, y luego ve que 2 de ellos se esconden debajo de una roca. ¿Cuántos renacuajos puede ver Finn en el estanque ahora?",15,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El lunes, un tanque de agua tiene 17 pies de profundidad. El martes, el tanque tiene 7 pies más de agua. El miércoles, la profundidad del agua es dos tercios de la que había el martes. ¿Cuál es la profundidad del agua del tanque el miércoles?",16,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Anakin y Locsin fueron a la playa hoy. Anakin pescó 10 lenguados, 6 caballitos de mar y 3 peces payaso. Mientras que Locsin pescó 5 lenguados menos que Anakin, 3 caballitos de mar menos que Anakin y 2 peces payaso más que Anakin. ¿Cuántos peces pudieron pescar?",32,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Si una bolsa de canicas cuesta 20 dólares y el precio aumenta un 20% del precio original cada dos meses, ¿cuánto costaría una bolsa de canicas en dólares después de 36 meses?",92,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En una habitación hay varios juguetes: 5 coches rojos, 3 figuras de acción y una muñeca. La muñeca costó lo mismo que 3 figuras de acción. Un coche rojo costó 4 dólares. ¿Cuánto valen todos los juguetes en total, en dólares, si una figura de acción cuesta 5 dólares?",50,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jackie está tratando de decidir si liquidará sus impuestos sola o si contratará a un contador. Si liquida los impuestos ella misma, hará 3 horas menos de trabajo independiente y le restará $35/hora a sus ingresos. El contador le cobra $90. ¿Cuánto más dinero tendrá si contrata a un contador?",15,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Para su cumpleaños número 30, Elvira escogió una computadora nueva con muchos accesorios como obsequio. Tiene un presupuesto de €1500 que le regaló toda la familia y cree que podrá reservar algo de dinero para comprarse ropa. Va a una tienda de computadoras y elige una máquina que cuesta €1090 con pantalla, teclado y mouse. También selecciona un escáner de €157, un reproductor de CD que vale €74 y una impresora de €102. ¿Cuánto dinero le habrá sobrado para la ropa?",77,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"El vecino de Sandra le da una canasta con 9 huevos cada vez que cuida a su hija. Para hacer un flan español, necesita 3 huevos. Si a Sandra se le ha encomendado la tarea de hacer 15 flanes españoles para la recaudación de fondos escolar, ¿cuántas veces tiene que cuidar a la niña?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Seth tiene el doble de edad que Brooke. En 2 años, la suma de sus edades será 28. ¿Cuántos años tiene Seth?",16,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jimmy tiene $2 más que el doble de dinero que tiene Ethel. Si Ethel tiene $8, ¿cuánto dinero tiene Jimmy?",18,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Pancho camina 20 millas al día. Salvo los fines de semana que camina 10 millas. ¿Cuántas millas camina en una semana?,120,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"La banda de música hace un pedido de uniformes nuevos. Cada uniforme trae un sombrero que cuesta $25, una chaqueta que cuesta tres veces más que el sombrero y pantalones que cuestan el promedio de los costos del sombrero y la chaqueta. ¿Cuánto cuesta cada uniforme en total?",150,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jake recorre el Museo de entomología. Ve 80 arañas con 8 patas cada una, 90 insectos con 6 patas cada uno y 3 invertebrados mutantes raros con 10 patas cada uno. ¿Cuántas patas ve Jake en total?",1210,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Hay cuatro pájaros en el Caboose. Sally Two es tres años mayor que Granny Red. Granny Red tiene el doble de la edad de Sally Four. Si Sally Four tiene la misma edad que Sally Thirtytwo, y Sally Thirtytwo tiene ocho años, ¿cuál es la edad total de los cuatro pájaros?",51,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jessica está intentando calcular cuánto debe pagar en todas sus deudas cada mes. Sus préstamos para estudiantes tienen un pago mínimo de $300 al mes, el mínimo de su tarjeta de crédito es de $200 al mes y el mínimo de su hipoteca es de $500 al mes. Si Jessica quiere pagar un 50 % más que el mínimo, ¿cuánto paga en un año?",18000,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Billy está pelando y cortando patatas para preparar una ensalada de patatas para la gran barbacoa de su reunión familiar. Es un gran evento, así que tiene 60 patatas que preparar. Las patatas son aproximadamente del mismo tamaño, por lo que le lleva aproximadamente la misma cantidad de tiempo pelar y cortar cada una. A Billy le lleva aproximadamente un minuto y medio pelar una patata, pero solo unos 5 segundos cortarla. ¿Cuántos minutos le llevará a Billy terminar de preparar las patatas?",95,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Juan y su hermano Carlos venden limonada. Por cada galón que preparan, gastan $3 en limones y $2 en azúcar. Venden cada vaso a $0,50 y obtienen 20 vasos por galón. Si la ganancia fue de $25, ¿cuánto gastaron en limones?",15,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"En una carrera de 240 asiáticos, 80 eran japoneses y el resto eran chinos. Si la cantidad de niños en el equipo chino era 60, ¿cuántas niñas había en el equipo chino?",100,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Zaid gasta un cuarto de su salario en alquiler, un tercio en combustible para el coche y dona la mitad de la cantidad restante a su organización benéfica favorita. Le da a su hija 200$ para sus gastos habituales y 700$ a su esposa para el presupuesto de la compra y otros artículos del hogar. Si Zaid gana 6000$ al mes, ¿cuánto dinero le quedará después de todos estos gastos y donaciones?",350,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Rani tiene diez cangrejos más que Monic, que tiene 4 cangrejos menos que Bo. Si Bo tiene 40 cangrejos, calcule la cantidad total de cangrejos que tienen los tres juntos.",122,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Lloyd gana $10 por hora en clases particulares de matemática. Dio clases particulares 5 horas durante la primera semana y 8 horas durante la segunda semana. ¿Cuánto ganó las dos primeras semanas?,130,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Dos candidatos se postulan para delegado de clase en la escuela de Sarai. Si el ganador obtuvo 3/4 de los votos y la cantidad total de alumnos que votaron en la clase fue de 80, calcule la cantidad de votos que obtuvo el perdedor.",20,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Sandra, la florista de la esquina, está muy desconforme con la entrega incompleta del pedido de Fred. Sandra había pedido cuatro veces más rosas rojas que claveles blancos. También pidió 200 calas rosas, que eran cinco veces la cantidad de claveles blancos. Sandra amenazó con cambiar de proveedor si no recibía las rosas rojas que faltaban antes de las 5 p. m. ¿Cuántas rosas rojas debe entregar Fred antes de las 5 p. m. para conservar el negocio de Sandra?",160,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jean es dos años mayor que Mark. Hace dos años, Mark era 5 años mayor que la mitad de la edad de Jan. Si Jan tiene 30 años, ¿cuántos años tiene Jean?",23,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Dos equipos de campo y pista compiten entre sí en un relevo de 4 por 400 metros; una carrera en la que cada equipo competidor está formado por cuatro integrantes y cada uno corre 400 metros, o una vuelta, alrededor de una pista estándar. Uno de los dos equipos está bien formado y cada uno de sus integrantes correrá su tramo de 400 metros en exactamente 55 segundos. El otro equipo está menos formado; el primer corredor correrá su tramo de 400 metros en 60 segundos, luego, cada corredor posterior será 3 segundos más rápido que el corredor anterior. Teniendo en cuenta esta información, ¿por cuántos segundos ganará el equipo más rápido?",2,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
Jerry está lanzando un dado de seis caras. ¿Cuánto mayor es la probabilidad (expresado como un porcentaje) de sacar un número mayor que 3 que la probabilidad de sacar dos números pares seguidos?,25,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Jenna y su madre recogieron algunas manzanas de su huerto de manzanas. Jenna recogió la mitad de manzanas que su madre. Si su madre tenía 20 manzanas, ¿cuántas manzanas recogieron ambas?",30,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Russell trabaja en una tienda de mascotas y está distribuyendo paja entre los roedores. Las ratas están en 3 jaulas en grupos iguales y a cada rata se le dan 6 trozos de paja. Hay 10 jaulas de hámsteres que están separados y a cada hámster se le dan 5 trozos de paja. También hay un corral de conejos en el que se distribuyen 20 trozos de paja entre los conejos. No se usa paja en ningún otro lugar de la tienda. Si se han distribuido 160 trozos de paja entre los roedores pequeños, ¿cuántas ratas hay en cada jaula?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Mandy le debe a Benedict 100 dólares. Acordaron un interés mensual del 2% del monto inicial. Si Mandy pudo pagar la deuda después de 3 meses, ¿cuántos dólares debería darle a Benedict?",106,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Un comerciante compra algunos sacos de trigo a un agricultor a $20 el saco. Si cuesta $2 transportar cada saco de la granja al almacén, y el comerciante obtiene una ganancia total de $400 después de vender todos los sacos a un precio de $30 cada uno, ¿cuántos sacos vendió?",50,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Tres amigos gastaron $20,25 en 3 entradas para la feria. También gastaron $4,50 menos en comida que en las entradas. Además, fueron a 2 atracciones diferentes que costaron $33 cada una. Si acordaron dividir todos los costos en partes iguales, ¿cuánto pagó cada uno?",34,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
John recoge duraznos durante 3 horas. Puede recoger 2 duraznos por minuto. ¿Cuántos duraznos recoge?,360,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
"Los patos necesitan comer 3,5 libras de insectos cada semana para sobrevivir. Si hay una bandada de diez patos, ¿cuántas libras de insectos necesitan por día?",5,"Resuelve este problema matemático. Proporciona los pasos de razonamiento antes de dar la respuesta final en la última línea por sí misma en el formato de ""Respuesta:"". No añadas nada más que la respuesta entera después de ""Respuesta:"".",Respuesta
